node_id,round,simulation_time,packet_rate,energy_remaining,energy_consumed_uJ,dist_to_ch,dist_to_bs,is_cluster_head,x_pos,y_pos,adv_ch_sent,adv_ch_rcvd,join_req_sent,join_req_rcvd,sch_sent,sch_rcvd,data_sent,data_rcvd,data_sent_bs,send_rcv_ratio,nbr_1_status,nbr_2_status,nbr_3_status,nbr_4_status,nbr_5_status,label
27,95,95,43.5789,0,0.650786,15.7083,28.6729,0,40.4412,22.9673,0,1,1,0,0,1,5,5,0,1,1,1,1,1,1,0
28,95,95,60.6091,0,1.6303,6.33526,50.5765,0,34.1836,1.96024,0,6,1,0,0,1,7,6,0,0.857143,1,1,1,1,1,0
29,95,95,50.0112,0,2.50547,16.6294,31.3265,0,47.8505,18.7473,0,2,1,0,0,1,6,6,0,1,1,1,1,0,1,0
30,95,95,11.7567,0,2.16162,16.5993,58.5143,0,99.805,80.7145,0,4,1,0,0,1,2,2,0,1,1,1,1,1,1,0
31,95,95,18.4694,0,2.21629,14.4252,36.5392,0,49.5313,86.5362,0,4,1,0,0,1,2,2,0,1,1,1,1,0,1,0
32,95,95,46.6603,0,0.885069,18.541,39.4971,0,67.9737,85.1706,0,2,1,0,0,1,5,5,0,1,1,1,1,1,1,0
33,95,95,8.07722,0,1.65931,20.4832,35.5412,0,54.3849,14.7303,0,6,1,0,0,1,1,1,0,1,1,1,1,1,1,0
34,95,95,31.6331,0,3.05312,27.8802,47.8876,0,36.6947,96.0021,0,2,1,0,0,1,4,4,0,1,1,1,1,1,1,0
35,95,95,28.5035,0,3.15617,17.0807,50.6802,1,5.94293,75.0492,1,7,0,4,1,0,4,4,4,1,1,1,1,1,1,0
36,95,95,69.099,0,1.67887,5.57784,21.4749,0,56.5268,70.4591,0,1,1,0,0,1,7,7,0,1,1,1,1,1,1,0
37,95,95,53.8077,0,1.1839,6.56878,28.8254,0,22.67,59.1639,0,3,1,0,0,1,6,6,0,1,1,1,1,1,1,0
38,95,95,34.9075,0,3.16898,22.6801,48.3169,0,14.247,17.5001,0,2,1,0,0,1,4,4,0,1,1,1,1,1,1,0
39,95,95,35.5683,0,1.95954,7.83718,30.3984,0,19.6179,50.9949,0,6,1,0,0,1,4,4,0,1,1,0,1,1,1,0
40,95,95,25.0934,0,1.96577,20.8332,15.6414,0,64.4886,44.1066,0,1,1,0,0,1,3,3,0,1,1,1,1,1,1,0
41,95,95,58.6379,0,1.76801,13.6072,34.0391,0,70.6626,22.9498,0,2,1,0,0,1,6,6,0,1,1,1,1,1,1,0
42,95,95,83.6678,0,2.32629,28.6766,46.6752,0,63.4803,5.31376,0,5,1,0,0,1,9,9,0,1,1,1,1,1,1,0
43,95,95,17.4554,0,1.38773,17.8919,47.3412,0,80.4288,13.7333,0,3,1,0,0,1,2,2,0,1,1,1,1,1,1,0
44,95,95,40.4891,0,2.6529,25.3561,16.0045,0,56.0551,35.1852,0,4,1,0,0,1,5,5,0,1,1,1,1,1,1,0
45,95,95,61.6773,0,1.16896,13.9574,22.2456,1,51.2314,72.2115,1,7,0,9,1,0,9,9,9,1,1,1,1,1,1,0
46,95,95,12.7264,0,2.88386,10.3576,31.6713,0,71.848,27.0711,0,6,1,0,0,1,2,2,0,1,1,1,1,1,1,0
47,95,95,76.6053,0,2.99563,18.7911,26.9483,0,46.1701,23.3253,0,5,1,0,0,1,8,8,0,1,1,1,1,1,1,0
48,95,95,72.5709,0,3.59771,23.2198,51.1337,0,6.28699,23.4702,1,6,1,0,0,1,8,8,0,1,1,1,0,1,1,0
49,95,95,57.684,0,1.93666,19.5954,47.4762,0,96.982,43.1679,0,1,1,0,0,1,6,6,0,1,0,1,1,1,1,0
50,95,95,70.3789,0,3.40661,10.878,24.0657,0,26.9308,56.8536,0,5,1,0,0,1,8,8,0,1,1,1,1,1,1,0
51,95,95,31.0454,0,3.75879,16.1073,51.9176,0,96.392,73.3071,0,5,1,0,0,1,4,4,0,1,1,1,1,1,1,0
52,95,95,32.1968,0,1.77982,16.8746,48.7385,0,3.47166,35.4897,0,2,1,0,0,1,4,4,0,1,1,1,1,1,1,0
53,95,95,22.2746,0,2.60128,15.9188,37.664,0,57.1975,86.9699,0,2,1,0,0,1,3,3,0,1,1,1,1,1,1,0
54,95,95,28.5672,0,2.39175,5.49741,34.0888,0,76.5475,28.6161,0,4,1,0,0,1,3,3,0,1,1,1,1,1,1,0
55,95,95,51.2335,0,3.28765,12.4621,32.2426,1,80.973,58.9586,1,8,0,2,1,0,2,2,2,1,1,1,1,1,0,0
56,95,95,14.4431,0,2.48878,13.2327,40.1017,0,48.0779,9.94441,0,5,1,0,0,1,2,2,0,1,1,1,1,1,0,0
57,95,95,17.2804,0,2.3803,17.7954,26.6173,0,41.7693,24.6872,0,5,1,0,0,1,2,2,0,1,1,0,1,1,1,0
58,95,95,50.5567,0,2.76324,20.4971,47.1023,0,96.9411,46.1074,0,2,1,0,0,1,6,6,0,1,1,1,1,1,1,0
59,95,95,84.0429,0,1.91095,20.2346,43.199,0,69.579,88.5073,0,6,1,0,0,1,9,8,0,0.888889,1,1,1,1,1,0
60,95,95,54.2148,0,2.03869,28.018,60.3753,0,90.4494,5.17785,0,2,1,0,0,1,6,6,0,1,1,1,1,1,1,0
61,95,95,67.4066,0,2.21094,15.7547,48.0034,0,3.19069,39.36,0,3,1,0,0,1,7,7,0,1,1,1,1,1,1,0
62,95,95,38.5903,0,2.54595,4.60653,40.3647,0,84.8745,70.3243,0,2,1,0,0,1,4,4,0,1,1,1,1,1,1,0
63,95,95,7.67851,0,2.03235,7.81889,30.64,0,19.3766,51.0087,0,4,1,0,0,1,1,1,0,1,1,1,1,1,1,0
64,95,95,30.0511,0,1.26256,24.7771,45.3657,0,70.2084,9.38396,0,3,1,0,0,1,4,4,0,1,1,1,0,1,1,0
65,95,95,67.4207,0,1.0571,12.4621,37.1788,1,80.3971,71.4074,1,7,0,9,1,0,9,9,9,1,1,1,1,1,1,0
66,95,95,11.6221,0,2.8237,13.7421,23.938,0,67.5847,33.7578,0,1,1,0,0,1,2,2,0,1,1,1,1,1,1,0
67,95,95,17.7531,0,1.30752,14.0362,13.9526,0,36.0668,49.2631,0,5,1,0,0,1,2,2,0,1,1,1,1,1,1,0
68,95,95,53.0978,0,1.49788,24.0311,50.9719,0,12.1577,15.8518,0,1,1,0,0,1,6,6,0,1,1,1,1,1,1,0
69,95,95,65.2161,0,2.10178,22.7383,33.2967,0,62.2192,19.0265,0,3,1,0,0,1,7,7,0,1,1,1,1,1,1,0
70,95,95,53.7671,0,1.58613,16.4893,37.6004,0,68.4439,82.766,0,2,1,0,0,1,6,6,0,1,1,1,1,1,1,0
71,95,95,19.0454,0,2.33389,18.6779,54.6388,0,95.1762,19.2672,0,3,1,0,0,1,2,2,0,1,1,1,1,1,1,0
72,95,95,51.7673,0,1.94666,14.6893,46.8815,0,94.0611,66.0155,0,4,1,0,0,1,6,6,0,1,0,1,1,1,1,0
73,95,95,19.5472,0,2.27137,19.1628,15.7616,0,65.5711,47.5572,0,4,1,0,0,1,2,2,0,1,1,1,1,1,1,0
74,95,95,14.2487,0,1.73286,23.4594,56.1925,0,11.509,9.06055,0,6,1,0,0,1,2,2,0,1,1,1,1,1,1,0
75,95,95,69.0804,0,2.20554,13.9574,10.2215,1,45.8408,59.3371,1,4,0,6,1,0,6,6,6,1,1,0,1,1,1,0
76,95,95,11.9417,0,0.816688,25.1044,39.584,0,64.2375,13.065,0,5,1,0,0,1,2,2,0,1,1,1,1,1,1,0
77,95,95,64.6591,0,2.64082,24.7623,46.7888,0,65.4655,94.1589,0,1,1,0,0,1,7,7,0,1,1,1,1,1,1,0
78,95,95,14.2985,0,0.831199,12.6073,59.1178,0,4.34297,87.5546,0,5,1,0,0,1,2,2,0,1,1,1,0,1,1,0
79,95,95,10.7302,0,2.70367,28.1961,43.7698,0,64.6474,8.75378,0,3,1,0,0,1,2,2,0,1,1,1,1,1,1,0
80,95,95,61.9368,0,1.65348,27.6766,46.0058,0,29.2898,91.0806,0,5,1,0,0,1,7,7,0,1,1,1,1,1,1,0
81,95,95,51.8045,0,2.46528,11.0173,45.0632,0,7.2008,64.1039,0,5,1,0,0,1,6,6,0,1,1,1,1,1,1,0
82,95,95,51.3706,0,1.93618,27.954,51.1089,0,62.7647,99.4892,0,3,1,0,0,1,6,6,0,1,1,1,1,1,1,0
83,95,95,26.9949,0,0.84131,25.7662,55.339,0,20.1089,96.5717,0,3,1,0,0,1,3,3,0,1,1,1,1,1,1,0
84,95,95,19.5983,0,1.47985,6.63892,33.2845,0,75.3378,28.4163,0,1,1,0,0,1,2,2,0,1,1,1,1,1,0,0
85,95,95,38.8348,0,1.45438,38.6881,44.3798,1,34.9543,8.24844,1,5,0,8,1,0,8,8,8,1,1,1,1,1,1,0
86,95,95,31.2654,0,1.64606,19.587,50.105,0,19.1691,89.4963,0,2,1,0,0,1,4,4,0,1,1,1,1,1,1,0
87,95,95,36.6705,0,1.99682,20.5668,47.994,0,97.6112,43.9505,0,3,1,0,0,1,4,4,0,1,1,1,1,1,1,0
88,95,95,18.7293,0,1.90033,33.1428,66.1061,0,2.02139,4.52403,1,5,1,0,0,1,2,2,0,1,1,1,1,1,1,0
89,95,95,43.3136,0,3.01791,13.952,53.7131,0,93.9811,80.8345,0,5,1,0,0,1,5,5,0,1,1,1,1,1,1,0
90,95,95,18.6871,0,1.96161,13.8639,5.33065,0,47.0956,45.5301,0,5,1,0,0,1,2,2,0,1,1,1,1,1,1,0
91,95,95,73.2158,0,1.83661,9.63122,31.2547,0,81.2476,49.3313,0,1,1,0,0,1,8,8,0,1,1,1,1,1,1,0
92,95,95,25.5881,0,2.027,33.2947,60.5966,0,0.293673,15.3413,0,6,1,0,0,1,3,3,0,1,1,1,1,1,1,0
93,95,95,50.559,0,2.53328,12.6254,8.19786,0,57.2239,53.8756,0,2,1,0,0,1,6,6,0,1,1,1,1,1,1,0
94,95,95,25.1296,0,3.5768,18.4366,9.78345,0,46.3859,40.9085,1,4,1,0,0,1,3,3,0,1,1,1,1,1,1,0
95,95,95,29.6648,0,3.5169,21.8758,32.2563,1,18.4592,43.2438,1,5,0,6,1,0,6,6,6,1,1,1,1,1,1,0
96,95,95,35.7055,0,1.47808,21.2058,49.4354,0,7.18826,25.2813,0,4,1,0,0,1,4,4,0,1,1,1,1,1,1,0
97,95,95,69.4431,0,2.84797,15.2301,58.465,0,99.0315,81.8445,0,5,1,0,0,1,7,7,0,1,1,1,1,1,1,0
98,95,95,57.2104,0,2.28606,23.8426,46.0626,0,66.4169,93.0377,0,4,1,0,0,1,6,6,0,1,1,1,1,1,1,0
0,96,96,14.1028,0,2.67604,15.1782,8.84913,0,57.1363,44.7674,0,3,1,0,0,1,17,10,0,0.588235,1,1,1,1,1,1
1,96,96,57.2056,0,2.75855,40.1875,51.4655,0,96.697,71.6352,0,6,1,0,0,1,16,10,0,0.625,1,1,1,1,1,1
2,96,96,55.4408,0,2.21334,9.7543,27.4895,0,22.7523,53.6377,0,3,1,0,0,1,12,8,0,0.666667,0,1,1,1,1,1
3,96,96,58.6787,0,4.32669,24.9173,49.8266,0,0.179944,49.1927,0,4,1,0,0,1,10,7,0,0.7,1,1,1,1,1,1
4,96,96,26.7175,0,3.79895,25.2079,30.9375,0,79.3551,59.7677,0,4,1,0,0,1,14,12,0,0.857143,0,1,1,1,1,1
5,96,96,62.7795,0,3.00855,11.5687,47.8702,0,38.4391,3.54682,0,5,1,0,0,1,8,5,0,0.625,1,1,0,1,1,1
6,96,96,12.3397,0,3.2067,23.3653,17.3159,1,34.9098,41.5072,2,7,0,11,1,0,11,11,11,1,1,1,1,1,1,1
7,96,96,80.9277,0,3.08603,4.36895,35.2171,0,62.5502,17.095,0,4,1,0,0,1,13,8,0,0.615385,1,1,1,1,1,1
8,96,96,59.5785,0,2.17999,37.2116,56.2342,0,85.9458,93.2456,0,3,1,0,0,1,8,6,0,0.75,1,1,1,1,1,1
9,96,96,31.1098,0,2.68137,4.64963,44.3771,0,45.9551,5.80761,0,4,1,0,0,1,19,11,0,0.578947,1,1,1,1,1,1
10,96,96,18.6352,0,1.84204,18.2887,35.3448,0,32.3943,19.3521,0,3,1,0,0,1,8,4,0,0.5,1,1,1,1,1,1
11,96,96,37.1134,0,1.21964,6.6637,26.4459,0,30.3353,67.6829,0,6,1,0,0,1,9,7,0,0.777778,1,1,1,1,1,1
12,96,96,111.275,0,2.70098,19.9996,38.384,0,29.5639,17.5085,0,3,1,0,0,1,12,3,0,0.25,0,1,1,1,1,2
13,96,96,104.729,0,4.02745,21.7379,55.3403,0,85.1952,7.29351,0,3,1,0,0,1,11,3,0,0.272727,1,1,1,1,1,2
14,96,96,32.2502,0,3.79668,6.6023,33.1236,0,67.6533,21.9726,0,5,1,0,0,1,4,1,0,0.25,1,1,1,0,1,2
15,96,96,71.0608,0,3.09901,41.265,59.8187,0,90.2276,94.2721,0,4,1,0,0,1,8,2,0,0.25,1,1,1,1,0,2
16,96,96,63.0526,0,1.82126,20.3121,64.5779,1,3.36146,5.33291,1,4,0,5,1,0,5,5,0,1,1,1,1,1,0,2
17,96,96,28.3459,0,1.25437,41.6098,60.4469,0,89.6885,95.5922,0,5,1,0,0,1,3,3,0,1,1,1,1,1,0,0
18,96,96,8.16512,0,2.68007,43.5003,53.2729,0,99.9801,68.4387,0,5,1,0,0,1,1,1,0,1,1,1,1,1,1,0
19,96,96,63.7118,0,2.16612,24.3645,55.8845,0,91.0767,12.1082,0,2,1,0,0,1,7,7,0,1,1,0,1,1,1,0
20,96,96,55.077,0,1.74985,17.743,31.4814,0,81.1182,45.2321,0,5,1,0,0,1,6,6,0,1,0,1,0,1,1,0
21,96,96,73.4491,0,1.00948,1.65178,28.4956,0,25.5306,64.6031,1,5,1,0,0,1,8,8,0,1,1,1,1,1,0,0
22,96,96,45.6017,0,4.81544,11.5666,43.8683,0,75.7194,14.4621,0,1,1,0,0,1,5,5,0,1,1,1,1,0,0,0
23,96,96,14.2712,0,3.44613,20.293,51.5158,0,89.2534,16.6377,0,1,1,0,0,1,2,2,0,1,1,1,1,1,1,0
24,96,96,17.9004,0,2.07018,30.2428,37.4587,0,85.5261,61.8763,0,3,1,0,0,1,2,2,0,1,1,1,1,1,1,0
25,96,96,69.5974,0,1.1311,6.20322,33.7449,0,19.8109,65.0778,0,2,1,0,0,1,7,7,0,1,1,1,1,1,1,0
26,96,96,16.5036,0,2.13773,13.9677,27.5909,1,25.6396,62.9549,1,5,0,8,1,0,8,8,8,1,1,1,1,1,1,0
27,96,96,49.0979,0,0.966557,15.0969,28.6729,0,40.4412,22.9673,0,4,1,0,0,1,5,5,0,1,0,1,1,1,0,0
28,96,96,59.6237,0,0.666703,16.0249,50.5765,0,34.1836,1.96024,0,1,1,0,0,1,6,6,0,1,0,0,0,1,1,0
29,96,96,27.9991,0,4.24521,8.80583,31.3265,0,47.8505,18.7473,0,5,1,0,0,1,3,3,0,1,1,1,1,1,1,0
30,96,96,13.5315,0,3.35861,44.4767,58.5143,0,99.805,80.7145,0,1,1,0,0,1,2,2,0,1,1,1,1,1,1,0
31,96,96,14.2739,0,1.61983,17.5331,36.5392,0,49.5313,86.5362,0,4,1,0,0,1,2,2,0,1,0,1,1,1,1,0
32,96,96,49.7452,0,1.89788,18.6403,39.4971,0,67.9737,85.1706,0,5,1,0,0,1,5,5,0,1,1,1,1,1,0,0
33,96,96,42.1717,0,1.80789,7.91725,35.5412,0,54.3849,14.7303,0,5,1,0,0,1,5,5,0,1,1,1,1,1,0,0
34,96,96,59.8717,0,1.53818,18.6942,47.8876,0,36.6947,96.0021,0,3,1,0,0,1,6,6,0,1,1,0,1,1,1,0
35,96,96,30.7789,0,2.08187,19.587,50.6802,0,5.94293,75.0492,0,2,1,0,0,1,4,4,0,1,1,1,0,1,1,0
36,96,96,10.5782,0,0.80424,29.2881,21.4749,1,56.5268,70.4591,1,3,0,9,1,0,8,8,8,1,1,0,1,1,1,0
37,96,96,68.7347,0,2.8174,4.81559,28.8254,0,22.67,59.1639,0,1,1,0,0,1,7,7,0,1,1,1,1,1,1,0
38,96,96,13.2033,0,1.80021,10.5058,48.3169,0,14.247,17.5001,0,3,1,0,0,1,2,2,0,1,1,1,1,1,0,0
39,96,96,37.2035,0,1.20682,13.3904,30.3984,0,19.6179,50.9949,0,1,1,0,0,1,4,4,0,1,1,1,1,1,1,0
40,96,96,48.2965,0,1.48802,10.8019,15.6414,0,64.4886,44.1066,0,2,1,0,0,1,5,5,0,1,1,1,1,1,1,0
41,96,96,26.7718,0,2.74996,4.28838,34.0391,0,70.6626,22.9498,0,5,1,0,0,1,3,3,0,1,1,1,0,1,1,0
42,96,96,27.8203,0,0.645052,7.78818,46.6752,0,63.4803,5.31376,0,5,1,0,0,1,3,3,0,1,1,0,1,1,1,0
43,96,96,80.5133,0,1.43223,15.8596,47.3412,0,80.4288,13.7333,0,4,1,0,0,1,9,8,0,0.888889,1,1,1,1,1,0
44,96,96,21.5247,0,1.05931,11.6176,16.0045,0,56.0551,35.1852,0,4,1,0,0,1,3,3,0,1,0,1,1,1,1,0
45,96,96,69.3041,0,1.87433,5.57784,22.2456,0,51.2314,72.2115,0,3,1,0,0,1,7,7,0,1,1,1,1,0,1,0
46,96,96,66.8725,0,2.4104,7.9302,31.6713,1,71.848,27.0711,1,8,0,11,1,0,11,11,11,1,0,1,1,1,1,0
47,96,96,44.8808,0,3.44216,13.5162,26.9483,0,46.1701,23.3253,0,2,1,0,0,1,5,5,0,1,1,1,1,0,1,0
48,96,96,64.8357,0,3.09977,2.02291,51.1337,0,6.28699,23.4702,0,3,1,0,0,1,7,7,0,1,1,0,1,1,1,0
49,96,96,41.8436,0,2.306,29.8467,47.4762,0,96.982,43.1679,0,2,1,0,0,1,5,5,0,1,1,1,0,0,1,0
50,96,96,25.957,0,1.88399,6.23645,24.0657,0,26.9308,56.8536,0,3,1,0,0,1,3,3,0,1,1,1,1,1,1,0
51,96,96,49.399,0,1.70061,39.9668,51.9176,0,96.392,73.3071,0,3,1,0,0,1,5,5,0,1,1,1,1,0,1,0
52,96,96,47.3032,0,2.51413,10.8639,48.7385,0,3.47166,35.4897,0,6,1,0,0,1,5,5,0,1,1,1,0,1,1,0
53,96,96,45.1299,0,3.25022,16.5245,37.664,0,57.1975,86.9699,1,6,1,0,0,1,5,5,0,1,0,1,1,1,1,0
54,96,96,9.81371,0,2.14255,4.94696,34.0888,0,76.5475,28.6161,0,4,1,0,0,1,1,1,0,1,1,0,1,0,1,0
55,96,96,61.322,0,0.977022,27.0163,32.2426,0,80.973,58.9586,0,5,1,0,0,1,7,7,0,1,1,1,0,1,1,0
56,96,96,24.7294,0,1.68406,16.4582,40.1017,1,48.0779,9.94441,1,10,0,10,1,0,9,9,9,1,1,1,1,1,1,0
57,96,96,36.5901,0,2.39452,16.0358,26.6173,0,41.7693,24.6872,0,5,1,0,0,1,4,4,0,1,1,1,1,0,1,0
58,96,96,17.6498,0,2.28263,31.4968,47.1023,0,96.9411,46.1074,1,4,1,0,0,1,2,2,0,1,1,1,0,1,1,0
59,96,96,44.9751,0,2.98547,22.2733,43.199,0,69.579,88.5073,0,1,1,0,0,1,5,5,0,1,1,1,1,1,0,0
60,96,96,52.3195,0,2.41588,27.3729,60.3753,0,90.4494,5.17785,0,4,1,0,0,1,6,6,0,1,1,1,1,1,1,0
61,96,96,17.8934,0,4.10775,14.6353,48.0034,0,3.19069,39.36,0,5,1,0,0,1,2,2,0,1,1,1,0,1,1,0
62,96,96,68.6047,0,1.8158,28.3481,40.3647,0,84.8745,70.3243,0,3,1,0,0,1,7,7,0,1,1,1,1,1,1,0
63,96,96,63.8636,0,2.55411,13.4884,30.64,0,19.3766,51.0087,0,5,1,0,0,1,7,7,0,1,1,1,1,1,1,0
64,96,96,33.917,0,1.65537,7.01446,45.3657,0,70.2084,9.38396,0,4,1,0,0,1,4,4,0,1,0,1,1,1,1,0
65,96,96,14.8884,0,2.24219,23.8892,37.1788,0,80.3971,71.4074,0,5,1,0,0,1,2,2,0,1,1,0,1,1,1,0
66,96,96,10.599,0,1.72362,7.9302,23.938,1,67.5847,33.7578,1,10,0,11,1,0,10,10,10,1,1,1,1,1,0,0
67,96,96,43.3028,0,2.3911,17.2102,13.9526,0,36.0668,49.2631,0,4,1,0,0,1,5,5,0,1,1,1,1,1,1,0
68,96,96,36.4995,0,3.46172,10.6588,50.9719,0,12.1577,15.8518,0,1,1,0,0,1,4,4,0,1,1,1,1,1,1,0
69,96,96,86.7893,0,3.35565,6.29383,33.2967,0,62.2192,19.0265,0,6,1,0,0,1,9,9,0,1,1,1,1,1,1,0
70,96,96,22.2115,0,1.83519,17.1312,37.6004,0,68.4439,82.766,0,1,1,0,0,1,3,3,0,1,1,1,0,1,1,0
71,96,96,27.1494,0,3.20051,24.5989,54.6388,0,95.1762,19.2672,0,4,1,0,0,1,3,3,0,1,1,1,1,1,1,0
72,96,96,17.0234,0,2.7049,37.7964,46.8815,0,94.0611,66.0155,0,4,1,0,0,1,2,2,0,1,1,1,1,1,1,0
73,96,96,50.5257,0,1.12601,13.9455,15.7616,0,65.5711,47.5572,0,3,1,0,0,1,6,6,0,1,1,0,1,1,1,0
74,96,96,20.4768,0,2.55325,8.95977,56.1925,0,11.509,9.06055,0,3,1,0,0,1,3,3,0,1,0,0,1,1,1,0
75,96,96,64.0283,0,4.23293,15.4237,10.2215,0,45.8408,59.3371,0,4,1,0,0,1,7,6,0,0.857143,1,1,1,1,1,0
76,96,96,58.6672,0,1.91685,15.9402,39.584,1,64.2375,13.065,1,7,0,10,1,0,9,9,9,1,1,1,1,1,1,0
77,96,96,52.0961,0,2.24838,25.3294,46.7888,0,65.4655,94.1589,0,1,1,0,0,1,6,6,0,1,1,1,1,0,1,0
78,96,96,55.6724,0,0.741093,14.9527,59.1178,0,4.34297,87.5546,0,3,1,0,0,1,6,6,0,1,1,1,1,1,1,0
79,96,96,54.1646,0,2.76032,4.33071,43.7698,0,64.6474,8.75378,0,5,1,0,0,1,6,6,0,1,1,1,1,0,1,0
80,96,96,68.5019,0,1.37707,10.244,46.0058,0,29.2898,91.0806,1,1,1,0,0,1,7,7,0,1,1,1,1,0,0,0
81,96,96,21.5556,0,3.90099,18.4745,45.0632,0,7.2008,64.1039,0,3,1,0,0,1,3,3,0,1,0,1,1,1,1,0
82,96,96,23.4884,0,2.14794,29.6927,51.1089,0,62.7647,99.4892,0,3,1,0,0,1,3,3,0,1,1,1,1,1,1,0
83,96,96,11.2537,0,3.72109,7.13754,55.339,0,20.1089,96.5717,0,5,1,0,0,1,2,2,0,1,1,1,1,0,0,0
84,96,96,4.5666,0,1.0246,3.74012,33.2845,0,75.3378,28.4163,0,2,1,0,0,1,1,1,0,1,1,0,1,0,1,0
85,96,96,14.4766,0,2.02516,13.2327,44.3798,0,34.9543,8.24844,0,5,1,0,0,1,2,2,0,1,1,0,1,1,1,0
86,96,96,23.2948,0,3.18964,15.4728,50.105,1,19.1691,89.4963,1,7,0,8,1,0,8,8,8,1,1,1,1,0,0,0
87,96,96,34.3935,0,2.23793,30.8003,47.994,0,97.6112,43.9505,0,5,1,0,0,1,4,4,0,1,1,1,0,1,1,0
88,96,96,42.2253,0,2.48916,1.56528,66.1061,0,2.02139,4.52403,0,2,1,0,0,1,5,5,0,1,1,1,1,0,0,0
89,96,96,6.92606,0,1.51368,38.8648,53.7131,0,93.9811,80.8345,0,6,1,0,0,1,1,1,0,1,1,1,1,1,1,0
90,96,96,49.9718,0,2.56892,23.6302,5.33065,0,47.0956,45.5301,0,1,1,0,0,1,5,5,0,1,1,1,1,0,1,0
91,96,96,26.6538,0,2.69982,20.7173,31.2547,0,81.2476,49.3313,0,2,1,0,0,1,3,3,0,1,0,1,1,1,1,0
92,96,96,48.7122,0,2.24838,10.468,60.5966,0,0.293673,15.3413,0,6,1,0,0,1,5,5,0,1,0,1,1,1,1,0
93,96,96,63.4192,0,1.20972,16.5981,8.19786,0,57.2239,53.8756,1,3,1,0,0,1,7,7,0,1,1,1,1,1,1,0
94,96,96,54.7329,0,1.84642,22.3723,9.78345,0,46.3859,40.9085,0,5,1,0,0,1,6,6,0,1,1,1,1,0,1,0
95,96,96,26.337,0,1.33895,20.9782,32.2563,0,18.4592,43.2438,0,2,1,0,0,1,3,3,0,1,1,1,1,1,1,0
96,96,96,13.7509,0,1.79043,20.3121,49.4354,1,7.18826,25.2813,1,10,0,8,1,0,8,8,8,1,1,0,1,1,1,0
97,96,96,28.3636,0,1.21232,44.0031,58.465,0,99.0315,81.8445,1,3,1,0,0,1,3,3,0,1,1,1,1,1,1,0
98,96,96,45.5937,0,2.18969,24.6497,46.0626,0,66.4169,93.0377,0,2,1,0,0,1,5,5,0,1,1,1,1,1,1,0
0,97,97,10.7343,0,4.07234,30.5755,49.0926,0,71.1533,5.69855,0,5,1,0,0,1,16,9,0,0.5625,1,1,1,1,1,1
1,97,97,37.6526,0,3.48121,7.31181,23.7091,0,52.7785,26.4543,0,4,1,0,0,1,16,13,0,0.8125,1,1,1,1,1,1
2,97,97,80.819,0,4.0834,20.2118,46.9971,0,24.5304,10.5029,0,5,1,0,0,1,12,10,0,0.833333,1,1,1,1,1,1
3,97,97,25.4872,0,2.20122,28.5954,35.0151,0,74.7048,25.1862,0,4,1,0,0,1,12,10,0,0.833333,1,1,1,1,1,1
4,97,97,88.0182,0,1.92711,27.4336,54.1508,0,19.4793,5.26976,0,4,1,0,0,1,21,14,0,0.666667,1,1,1,1,1,1
5,97,97,64.7381,0,3.27341,20.5668,36.1801,0,81.1579,31.6103,0,3,1,0,0,1,12,9,0,0.75,1,1,1,1,1,1
6,97,97,32.3842,0,4.54528,18.3386,34.6748,0,27.9191,76.7353,0,2,1,0,0,1,12,8,0,0.666667,1,1,1,1,1,1
7,97,97,64.5257,0,3.73787,17.2041,37.3911,1,49.6493,87.3895,2,7,0,4,1,0,4,4,4,1,1,1,1,1,1,1
8,97,97,49.9979,0,2.36514,14.486,33.7972,0,83.7463,48.1468,0,1,1,0,0,1,9,5,0,0.555556,1,1,1,1,1,1
9,97,97,47.9998,0,2.68799,18.0653,46.2688,0,4.60591,58.9542,0,5,1,0,0,1,19,15,0,0.789474,1,1,1,1,1,1
10,97,97,53.0582,0,2.28662,18.1344,41.2395,0,77.5776,80.6623,0,2,1,0,0,1,7,4,0,0.571429,1,1,1,1,1,1
11,97,97,14.5913,0,2.33239,39.0778,55.0774,0,1.38043,24.1222,0,1,1,0,0,1,17,13,0,0.764706,1,1,1,1,1,1
12,97,97,120.674,0,4.50828,12.1702,38.384,0,29.5639,17.5085,0,2,1,0,0,1,13,3,0,0.230769,1,1,1,1,1,2
13,97,97,72.1436,0,3.05605,38.7027,55.3403,0,85.1952,7.29351,0,4,1,0,0,1,8,2,0,0.25,1,1,1,1,1,2
14,97,97,31.6576,0,2.4726,21.5258,33.1236,0,67.6533,21.9726,0,2,1,0,0,1,4,1,0,0.25,1,1,1,1,1,2
15,97,97,42.918,0,3.47436,1.42592,59.8187,0,90.2276,94.2721,0,1,1,0,0,1,5,1,0,0.2,1,1,1,1,1,2
16,97,97,101.735,0,6.27211,41.0594,64.5779,0,3.36146,5.33291,0,3,1,0,0,1,11,3,0,0.272727,1,0,1,1,1,2
17,97,97,56.9042,0,2.86847,16.622,60.4469,1,89.6885,95.5922,1,10,0,9,1,0,9,9,9,1,1,1,1,1,1,0
18,97,97,7.58811,0,2.15326,13.4393,53.2729,0,99.9801,68.4387,0,3,1,0,0,1,1,1,0,1,1,1,1,1,1,0
19,97,97,69.7417,0,4.20773,32.5059,55.8845,0,91.0767,12.1082,0,6,1,0,0,1,7,7,0,1,1,1,1,1,1,0
